,Name,Age,Photo,Nationality,Flag,,Potential,Club,Club Logo,Value(£),,,,,,,,,,,
126,17 P. Lahm,32,https://cdn.sofifa.net/players/121/939/17_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,88,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,29500000,,,,,,,,,,,
127,É. Banega,34,https://cdn.sofifa.net/players/178/562/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,81,Al Shabab,https://cdn.sofifa.net/teams/111674/30.png,12000000,,,,,,,,,,,
128,Pedro Porro,22,https://cdn.sofifa.net/players/243/576/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,87,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,38500000,,,,,,,,,,,
129,A. Barák,27,https://cdn.sofifa.net/players/236/791/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,,82,Hellas Verona,https://cdn.sofifa.net/teams/206/30.png,30000000,,,,,,,,,,,
130,T. Partey,29,https://cdn.sofifa.net/players/209/989/23_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,,84,Arsenal,https://cdn.sofifa.net/teams/1/30.png,36000000,,,,,,,,,,,
131,A. Tchouaméni,22,https://cdn.sofifa.net/players/241/637/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,61500000,,,,,,,,,,,
132,Á. Di María,34,https://cdn.sofifa.net/players/183/898/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,84,Juventus,https://cdn.sofifa.net/teams/45/30.png,20000000,,,,,,,,,,,
133,19 Filipe Luís,32,https://cdn.sofifa.net/players/164/169/19_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,85,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,21500000,,,,,,,,,,,
134,M. Kovačić,28,https://cdn.sofifa.net/players/207/410/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,,84,Chelsea,https://cdn.sofifa.net/teams/5/30.png,42000000,,,,,,,,,,,
135,H. Son,29,https://cdn.sofifa.net/players/200/104/23_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,,89,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,101000000,,,,,,,,,,,
136,T. Müller,32,https://cdn.sofifa.net/players/189/596/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,87,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,63000000,,,,,,,,,,,
137,Á. Correa,27,https://cdn.sofifa.net/players/214/997/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,84,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,42500000,,,,,,,,,,,
138,Marcos Alonso,31,https://cdn.sofifa.net/players/192/638/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,79,Chelsea,https://cdn.sofifa.net/teams/5/30.png,12500000,,,,,,,,,,,
139,Sergio Ramos,36,https://cdn.sofifa.net/players/155/862/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,84,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,7500000,,,,,,,,,,,
140,M. Pjanić,32,https://cdn.sofifa.net/players/180/206/23_60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png,,81,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,20000000,,,,,,,,,,,
141,E. Buendía,25,https://cdn.sofifa.net/players/226/162/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,82,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,26500000,,,,,,,,,,,
142,G. Bonaventura,32,https://cdn.sofifa.net/players/189/125/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,78,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,11000000,,,,,,,,,,,
143,16 Maicon,33,https://cdn.sofifa.net/players/135/455/16_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,77,Roma,https://cdn.sofifa.net/teams/52/30.png,2900000,,,,,,,,,,,
144,G. Di Lorenzo,28,https://cdn.sofifa.net/players/217/870/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,82,Napoli,https://cdn.sofifa.net/teams/48/30.png,27500000,,,,,,,,,,,
145,Y. Bissouma,25,https://cdn.sofifa.net/players/236/480/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,,86,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,34500000,,,,,,,,,,,
146,M. Hamšík,34,https://cdn.sofifa.net/players/171/877/23_60.png,Slovakia,https://cdn.sofifa.net/flags/sk.png,,80,Trabzonspor,https://cdn.sofifa.net/teams/436/30.png,9500000,,,,,,,,,,,
147,22 Marcelo,33,https://cdn.sofifa.net/players/176/676/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,79,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,9000000,,,,,,,,,,,
148,21 Hulk,33,https://cdn.sofifa.net/players/189/362/21_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,80,Shanghai Port FC,https://cdn.sofifa.net/teams/112540/30.png,13000000,,,,,,,,,,,
149,Raúl García,35,https://cdn.sofifa.net/players/171/579/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,80,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,9000000,,,,,,,,,,,
150,Rodri,26,https://cdn.sofifa.net/players/231/866/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,89,Manchester City,https://cdn.sofifa.net/teams/10/30.png,88500000,,,,,,,,,,,
151,T. Pobega,22,https://cdn.sofifa.net/players/252/060/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,85,AC Milan,https://cdn.sofifa.net/teams/47/30.png,17000000,,,,,,,,,,,
152,O. Zinchenko,25,https://cdn.sofifa.net/players/227/813/23_60.png,Ukraine,https://cdn.sofifa.net/flags/ua.png,,82,Arsenal,https://cdn.sofifa.net/teams/1/30.png,21500000,,,,,,,,,,,
153,E. Fernández,21,https://cdn.sofifa.net/players/247/090/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,87,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,31500000,,,,,,,,,,,
154,Adryan Zonta,30,https://cdn.sofifa.net/players/230/256/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,81,RB Bragantino,https://cdn.sofifa.net/teams/112472/30.png,22000000,,,,,,,,,,,
155,Cucurella,23,https://cdn.sofifa.net/players/239/231/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,34500000,,,,,,,,,,,
156,Jonathan Viera,32,https://cdn.sofifa.net/players/198/164/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,80,Unión Deportiva Las Palmas,https://cdn.sofifa.net/teams/472/30.png,16500000,,,,,,,,,,,
157,I. Rakitić,34,https://cdn.sofifa.net/players/168/651/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,,82,Sevilla FC,https://cdn.sofifa.net/teams/481/30.png,14000000,,,,,,,,,,,
158,T. Vilhena,27,https://cdn.sofifa.net/players/203/535/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,76,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,8000000,,,,,,,,,,,
159,M. Cornet,25,https://cdn.sofifa.net/players/215/798/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,,81,West Ham United,https://cdn.sofifa.net/teams/19/30.png,18500000,,,,,,,,,,,
160,Raphinha,25,https://cdn.sofifa.net/players/233/419/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,86,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,48000000,,,,,,,,,,,
161,Arthur,25,https://cdn.sofifa.net/players/230/658/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,82,Juventus,https://cdn.sofifa.net/teams/45/30.png,26500000,,,,,,,,,,,
162,21 Santi Cazorla,35,https://cdn.sofifa.net/players/146/562/21_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,82,Manchester United,https://cdn.sofifa.net/flags/es.png,0,,,,,,,,,,,
163,Jorginho,30,https://cdn.sofifa.net/players/205/498/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,51500000,,,,,,,,,,,
164,J. McGinn,27,https://cdn.sofifa.net/players/210/881/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,,80,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,20000000,,,,,,,,,,,
165,M. Guendouzi,23,https://cdn.sofifa.net/players/236/496/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,86,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,33000000,,,,,,,,,,,
166,Sérgio Oliveira,30,https://cdn.sofifa.net/players/198/031/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,79,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,17000000,,,,,,,,,,,
167,A. Rabiot,27,https://cdn.sofifa.net/players/210/008/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,81,Juventus,https://cdn.sofifa.net/teams/45/30.png,24000000,,,,,,,,,,,
168,D. Klaassen,29,https://cdn.sofifa.net/players/203/483/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,79,Ajax,https://cdn.sofifa.net/teams/245/30.png,17000000,,,,,,,,,,,
169,N. Fekir,28,https://cdn.sofifa.net/players/216/594/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,85,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,54500000,,,,,,,,,,,
170,P. Zieliński,28,https://cdn.sofifa.net/players/210/406/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,83,Napoli,https://cdn.sofifa.net/teams/48/30.png,36500000,,,,,,,,,,,
171,H. Mkhitaryan,33,https://cdn.sofifa.net/players/192/883/23_60.png,Armenia,https://cdn.sofifa.net/flags/am.png,,81,Inter,https://cdn.sofifa.net/teams/44/30.png,16000000,,,,,,,,,,,
172,E. Camavinga,19,https://cdn.sofifa.net/players/248/243/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,89,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,38000000,,,,,,,,,,,
173,Fabián,26,https://cdn.sofifa.net/players/226/271/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,85,Napoli,https://cdn.sofifa.net/teams/48/30.png,44500000,,,,,,,,,,,
174,J. Milner,36,https://cdn.sofifa.net/players/138/412/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,78,Liverpool,https://cdn.sofifa.net/teams/9/30.png,4400000,,,,,,,,,,,
175,Ander Herrera,32,https://cdn.sofifa.net/players/191/740/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,79,Paris Saint-Germain,https://cdn.sofifa.net/teams/73/30.png,14000000,,,,,,,,,,,
176,H. Herrera,32,https://cdn.sofifa.net/players/156/519/23_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,80,Houston Dynamo,https://cdn.sofifa.net/teams/698/30.png,16500000,,,,,,,,,,,
177,J. Álvarez,22,https://cdn.sofifa.net/players/246/191/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,86,Manchester City,https://cdn.sofifa.net/teams/10/30.png,32000000,,,,,,,,,,,
178,R. Baku,24,https://cdn.sofifa.net/players/240/709/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,84,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,30000000,,,,,,,,,,,
179,V. Rongier,27,https://cdn.sofifa.net/players/223/874/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,79,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,16000000,,,,,,,,,,,
180,E. Haaland,21,https://cdn.sofifa.net/players/239/085/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,94,Manchester City,https://cdn.sofifa.net/teams/10/30.png,148000000,,,,,,,,,,,
181,M. Locatelli,24,https://cdn.sofifa.net/players/222/077/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,86,Juventus,https://cdn.sofifa.net/teams/45/30.png,40000000,,,,,,,,,,,
182,L. Martínez,24,https://cdn.sofifa.net/players/239/301/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,86,Manchester United,https://cdn.sofifa.net/teams/11/30.png,35000000,,,,,,,,,,,
183,D. Sow,25,https://cdn.sofifa.net/players/229/752/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,,82,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,26500000,,,,,,,,,,,
184,19 Ramires,31,https://cdn.sofifa.net/players/184/943/19_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,80,Jiangsu FC,https://cdn.sofifa.net/teams/112162/30.png,10000000,,,,,,,,,,,
185,M. Mount,23,https://cdn.sofifa.net/players/233/064/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,87,Chelsea,https://cdn.sofifa.net/teams/5/30.png,57500000,,,,,,,,,,,
186,F. Coquelin,31,https://cdn.sofifa.net/players/189/271/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,,80,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,17500000,,,,,,,,,,,
187,Danilo,30,https://cdn.sofifa.net/players/199/304/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,80,Juventus,https://cdn.sofifa.net/teams/45/30.png,18000000,,,,,,,,,,,
188,D. van de Beek,25,https://cdn.sofifa.net/players/221/363/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,84,Manchester United,https://cdn.sofifa.net/teams/11/30.png,25500000,,,,,,,,,,,
189,J. Vardy,35,https://cdn.sofifa.net/players/208/830/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,85,Leicester City,https://cdn.sofifa.net/teams/95/30.png,23000000,,,,,,,,,,,
190,S. Fofana,27,https://cdn.sofifa.net/players/216/320/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,,81,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,27500000,,,,,,,,,,,
191,L. Provod,25,https://cdn.sofifa.net/players/253/727/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,,80,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,8000000,,,,,,,,,,,
192,V. van Dijk,30,https://cdn.sofifa.net/players/203/376/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,90,Liverpool,https://cdn.sofifa.net/teams/9/30.png,98000000,,,,,,,,,,,
193,Gerson,25,https://cdn.sofifa.net/players/229/927/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,82,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,19500000,,,,,,,,,,,
194,R. Aliendro,31,https://cdn.sofifa.net/players/233/029/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,76,River Plate,https://cdn.sofifa.net/teams/1876/30.png,6000000,,,,,,,,,,,
195,18 Gabi,33,https://cdn.sofifa.net/players/146/954/18_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,81,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,10500000,,,,,,,,,,,
196,Otávio,27,https://cdn.sofifa.net/players/210/411/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,82,FC Porto,https://cdn.sofifa.net/teams/236/30.png,32500000,,,,,,,,,,,
197,K. Volland,29,https://cdn.sofifa.net/players/200/610/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,82,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,30500000,,,,,,,,,,,
198,M. Pašalić,27,https://cdn.sofifa.net/players/223/273/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,,81,Atalanta,https://cdn.sofifa.net/teams/39/30.png,27500000,,,,,,,,,,,
199,R. Kent,40,https://cdn.sofifa.net/players/269/760/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,83,AFC Richmond,https://cdn.sofifa.net/teams/116418/30.png,0,,,,,,,,,,,
200,Álex Berenguer,26,https://cdn.sofifa.net/players/225/201/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,80,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,23000000,,,,,,,,,,,
201,Gedson Fernandes,23,https://cdn.sofifa.net/players/234/568/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,81,Beşiktaş JK,https://cdn.sofifa.net/teams/327/30.png,15000000,,,,,,,,,,,
202,L. Torreira,26,https://cdn.sofifa.net/players/223/959/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,83,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,28500000,,,,,,,,,,,
203,A. Zambo Anguissa,26,https://cdn.sofifa.net/players/227/236/23_60.png,Cameroon,https://cdn.sofifa.net/flags/cm.png,,83,Napoli,https://cdn.sofifa.net/teams/48/30.png,28500000,,,,,,,,,,,
204,R. Karsdorp,27,https://cdn.sofifa.net/players/222/558/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,81,Roma,https://cdn.sofifa.net/teams/52/30.png,22000000,,,,,,,,,,,
205,M. de Roon,31,https://cdn.sofifa.net/players/208/461/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,80,Atalanta,https://cdn.sofifa.net/teams/39/30.png,15000000,,,,,,,,,,,
206,C. McGregor,29,https://cdn.sofifa.net/players/211/093/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,,77,Celtic,https://cdn.sofifa.net/teams/78/30.png,9000000,,,,,,,,,,,
207,João Moutinho,35,https://cdn.sofifa.net/players/162/347/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,81,Wolverhampton Wanderers,https://cdn.sofifa.net/teams/110/30.png,10500000,,,,,,,,,,,
208,22 M. Dembélé,33,https://cdn.sofifa.net/players/162/240/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,,79,Guangzhou City,https://cdn.sofifa.net/teams/112429/30.png,11000000,,,,,,,,,,,
209,Bruno Guimarães,24,https://cdn.sofifa.net/players/247/851/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,86,Newcastle United,https://cdn.sofifa.net/teams/13/30.png,38500000,,,,,,,,,,,
210,João Félix,22,https://cdn.sofifa.net/players/242/444/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,90,Atlético de Madrid,https://cdn.sofifa.net/teams/240/30.png,68500000,,,,,,,,,,,
211,M. Arnautović,33,https://cdn.sofifa.net/players/184/200/23_60.png,Austria,https://cdn.sofifa.net/flags/at.png,,82,Bologna,https://cdn.sofifa.net/teams/189/30.png,19500000,,,,,,,,,,,
212,Richarlison,25,https://cdn.sofifa.net/players/231/943/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,84,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,34500000,,,,,,,,,,,
213,M. Ødegaard,23,https://cdn.sofifa.net/players/222/665/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,89,Arsenal,https://cdn.sofifa.net/teams/1/30.png,63500000,,,,,,,,,,,
214,Pedri,19,https://cdn.sofifa.net/players/251/854/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,93,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,116000000,,,,,,,,,,,
215,A. Doucouré,29,https://cdn.sofifa.net/players/208/135/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,,79,Everton,https://cdn.sofifa.net/teams/7/30.png,17000000,,,,,,,,,,,
216,Gerard Moreno,30,https://cdn.sofifa.net/players/208/093/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,85,Villarreal CF,https://cdn.sofifa.net/teams/483/30.png,53000000,,,,,,,,,,,
217,P. Højbjerg,26,https://cdn.sofifa.net/players/213/648/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,85,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,40500000,,,,,,,,,,,
218,Capa,30,https://cdn.sofifa.net/players/216/189/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,77,Athletic Club de Bilbao,https://cdn.sofifa.net/teams/448/30.png,9000000,,,,,,,,,,,
219,22 Fernandinho,36,https://cdn.sofifa.net/players/135/507/22_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,81,Manchester City,https://cdn.sofifa.net/teams/10/30.png,5000000,,,,,,,,,,,
220,L. Advíncula,32,https://cdn.sofifa.net/players/204/539/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,76,Boca Juniors,https://cdn.sofifa.net/teams/1877/30.png,5000000,,,,,,,,,,,
221,P. Dybala,28,https://cdn.sofifa.net/players/211/110/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,86,Roma,https://cdn.sofifa.net/teams/52/30.png,69500000,,,,,,,,,,,
222,R. Bentancur,25,https://cdn.sofifa.net/players/227/535/23_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,83,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,24500000,,,,,,,,,,,
223,D. Tadić,33,https://cdn.sofifa.net/players/199/434/23_60.png,Serbia,https://cdn.sofifa.net/flags/rs.png,,84,Ajax,https://cdn.sofifa.net/teams/245/30.png,26500000,,,,,,,,,,,
224,T. Holeš,29,https://cdn.sofifa.net/players/251/116/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,,78,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,12000000,,,,,,,,,,,
225,B. Chilwell,25,https://cdn.sofifa.net/players/229/984/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,85,Chelsea,https://cdn.sofifa.net/teams/5/30.png,37000000,,,,,,,,,,,
226,19 F. Guarín,32,https://cdn.sofifa.net/players/169/051/19_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,,74,Shanghai Shenhua FC,https://cdn.sofifa.net/teams/110955/30.png,3200000,,,,,,,,,,,
227,L. Spinazzola,29,https://cdn.sofifa.net/players/202/884/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,82,Roma,https://cdn.sofifa.net/teams/52/30.png,27000000,,,,,,,,,,,
228,R. Delgado,32,https://cdn.sofifa.net/players/216/036/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,,73,Club Atlético Colón,https://cdn.sofifa.net/teams/110406/30.png,2000000,,,,,,,,,,,
229,Carvajal,30,https://cdn.sofifa.net/players/204/963/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,84,Real Madrid CF,https://cdn.sofifa.net/teams/243/30.png,36500000,,,,,,,,,,,
230,N. Mazraoui,24,https://cdn.sofifa.net/players/236/401/23_60.png,Morocco,https://cdn.sofifa.net/flags/ma.png,,86,FC Bayern München,https://cdn.sofifa.net/teams/21/30.png,40500000,,,,,,,,,,,
231,22 Pizzi,31,https://cdn.sofifa.net/players/197/965/22_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,,79,İstanbul Başakşehir FK,https://cdn.sofifa.net/teams/101014/30.png,14500000,,,,,,,,,,,
232,A. Oxlade-Chamberlain,28,https://cdn.sofifa.net/players/198/784/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,77,Liverpool,https://cdn.sofifa.net/teams/9/30.png,10500000,,,,,,,,,,,
233,Gabriel,28,https://cdn.sofifa.net/players/208/141/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,75,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,5500000,,,,,,,,,,,
234,15 Xavi,34,https://cdn.sofifa.net/players/010/535/15_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,86,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,15500000,,,,,,,,,,,
235,Portu,30,https://cdn.sofifa.net/players/205/070/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,78,Getafe CF,https://cdn.sofifa.net/teams/1860/30.png,13500000,,,,,,,,,,,
236,P. Ševčík,28,https://cdn.sofifa.net/players/247/030/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,,75,SK Slavia Praha,https://cdn.sofifa.net/teams/266/30.png,5500000,,,,,,,,,,,
